"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn"
"1955" "   -26.4" "   -22.9" "   -19.4" "    -6.7" "     1.6" "    10.8" "    11.1" " NA" "     3.5" "    -0.7" "    -6.7" "   -20.5" " NA" "   -22.9" "    -8.2" " NA" "    -1.3"
"1956" "   -21.6" "   -26.6" "   -28.4" "    -8.1" "    -5.0" "     5.5" "     8.1" "     7.6" "     3.4" "     1.7" "    -9.1" "   -25.4" "    -8.2" "   -22.9" "   -13.8" "     7.1" "    -1.3"
"1957" "   -35.0" "   -21.8" "   -19.5" "    -9.9" "    -1.5" "     7.3" "     9.7" "     7.0" "     5.1" "     0.0" "    -6.9" "   -17.0" "    -6.9" "   -27.4" "   -10.3" "     8.0" "    -0.6"
"1958" "   -24.0" "   -20.4" "    -5.2" " NA" "    -0.8" "     4.4" "     9.9" "     8.9" "     5.2" "    -1.4" "    -8.6" "   -26.1" " NA" "   -20.5" " NA" "     7.7" "    -1.6"
"1959" "   -21.9" "   -34.4" "   -25.1" "   -10.5" "    -0.9" "     6.0" "    12.1" "    10.0" "     6.2" "    -3.3" "   -12.1" "   -20.8" "    -7.9" "   -27.5" "   -12.2" "     9.4" "    -3.1"
"1960" "   -25.8" "   -19.0" "   -22.2" "    -9.9" "     2.5" "     5.9" "     9.5" "     9.0" "     4.3" "    -0.7" "    -6.1" "   -21.4" "    -6.2" "   -21.9" "    -9.9" "     8.1" "    -0.8"
"1961" "   -31.2" "   -26.0" "   -17.5" "    -2.4" "     0.0" "     6.1" "    10.5" "    10.1" "     8.2" "     0.0" "    -4.1" "   -18.4" "    -5.4" "   -26.2" "    -6.6" "     8.9" "     1.4"
"1962" "   -30.7" "   -31.1" "   -15.0" "    -8.5" "     1.0" "     6.3" "     9.5" "    10.1" "     5.6" "     0.0" "    -9.3" "   -20.6" "    -6.9" "   -26.7" "    -7.5" "     8.6" "    -1.2"
"1963" "   -26.6" "   -28.2" " NA" "    -7.2" "    -0.1" "     7.5" "    13.7" "     8.1" "     3.8" "     1.2" "    -4.5" "   -24.7" " NA" "   -25.1" " NA" "     9.8" "     0.2"
"1964" "   -22.2" "   -23.9" "   -22.1" "    -7.9" "     1.4" "     5.7" "    11.0" "     8.1" "     5.0" "    -1.7" "    -8.9" "   -22.0" "    -6.5" "   -23.6" "    -9.5" "     8.3" "    -1.9"
"1965" "   -32.0" "   -28.2" "   -20.4" "    -5.6" "     2.0" " NA" "     8.0" "     7.7" "     4.3" "    -1.4" "   -12.9" "   -19.8" " NA" "   -27.4" "    -8.0" " NA" "    -3.3"
"1966" "   -23.4" "   -21.9" "   -16.1" " NA" "    -2.8" "     7.9" "    10.4" "     9.3" "     4.0" "    -0.4" "    -6.4" "   -19.3" " NA" "   -21.7" " NA" "     9.2" "    -0.9"
"1967" "   -27.4" "   -30.6" "   -23.9" "    -9.1" "    -3.3" "     7.3" "    12.0" "    10.1" "     5.1" " NA" "    -8.9" " NA" " NA" "   -25.8" "   -12.1" "     9.8" " NA"
"1968" " NA" "   -25.4" "   -14.1" "    -3.3" "     0.2" "     7.4" "     9.8" "     7.0" "     8.6" "     2.3" "    -8.9" "   -16.3" " NA" " NA" "    -5.7" "     8.1" "     0.7"
"1969" " NA" " NA" "   -23.0" "   -10.9" " NA" " NA" "    10.2" "    11.1" "     4.2" "    -0.9" "    -5.9" "   -19.9" " NA" " NA" " NA" " NA" "    -0.9"
"1970" "   -28.9" "   -29.7" "   -16.3" " NA" " NA" "    10.9" "    12.5" "    10.9" "     5.5" "     1.4" "    -7.0" "   -23.4" " NA" "   -26.2" " NA" "    11.4" "     0.0"
"1971" "   -26.1" "   -24.6" "   -17.8" "    -6.9" "     0.4" "     6.5" "     9.7" "     9.4" " NA" "     0.9" "    -9.4" "   -21.4" " NA" "   -24.7" "    -8.1" "     8.5" " NA"
"1972" "   -28.5" "   -27.1" "   -20.0" "    -9.1" "     0.1" "     6.4" "    10.1" "     6.1" "     2.4" "    -3.4" "   -10.5" "   -25.6" "    -8.3" "   -25.7" "    -9.7" "     7.5" "    -3.8"
"1973" "   -22.9" "   -28.3" "   -11.7" "    -5.8" "     1.6" "     9.1" "    11.8" "    12.3" "     4.2" "     0.8" "    -8.8" "   -19.1" "    -4.7" "   -25.6" "    -5.3" "    11.1" "    -1.3"
"1974" "   -29.7" "   -27.0" "   -20.8" "    -8.4" "    -1.9" "     8.7" "    10.9" "     8.7" "     2.7" "    -5.0" "    -7.2" "   -17.5" "    -7.2" "   -25.3" "   -10.4" "     9.4" "    -3.2"
"1975" "   -24.4" "   -22.6" "   -18.9" "    -7.7" "     3.1" "     9.2" "    12.4" "     9.7" "     5.1" "    -0.7" "    -7.3" "   -24.1" "    -5.5" "   -21.5" "    -7.8" "    10.4" "    -1.0"
"1976" "   -28.6" "   -22.9" "   -21.3" "    -5.8" "     0.0" "     9.0" "    10.2" "     9.4" "     3.1" "    -2.8" "   -10.6" "   -27.8" "    -7.3" "   -25.2" "    -9.0" "     9.5" "    -3.4"
"1977" "   -23.8" "   -20.2" "   -10.4" "    -8.9" "     1.7" "     6.8" "     8.1" "     8.0" "     4.3" "    -0.8" "    -6.0" "   -19.7" "    -5.1" "   -23.9" "    -5.9" "     7.6" "    -0.8"
"1978" "   -24.8" "   -24.0" "   -22.2" "    -8.6" "     4.0" "     6.5" "     9.0" "     8.3" "     1.9" "    -1.8" "   -12.5" "   -20.0" "    -7.0" "   -22.8" "    -8.9" "     7.9" "    -4.1"
"1979" "   -22.3" "   -28.1" "   -13.9" "    -5.0" "     2.3" "     7.5" "    10.5" "     7.5" "     2.6" "    -0.5" "    -8.7" "   -17.2" "    -5.4" "   -23.5" "    -5.5" "     8.5" "    -2.2"
"1980" "   -23.5" "   -25.2" "   -16.0" "    -4.9" "     2.1" "     5.4" "     9.4" "    11.3" "     2.1" "    -3.1" "   -11.7" "   -27.3" "    -6.8" "   -22.0" "    -6.3" "     8.7" "    -4.2"
"1981" "   -25.7" "   -15.1" "   -11.8" "    -7.3" "    -0.4" "     6.9" "    10.6" "    10.0" "     6.2" "    -1.9" "    -5.9" "   -13.9" "    -4.0" "   -22.7" "    -6.5" "     9.2" "    -0.5"
"1982" "   -30.7" "   -25.0" "   -18.5" "   -10.8" "     3.5" "     6.6" "     9.6" "     6.1" "     5.5" " NA" "    -8.1" "   -17.2" " NA" "   -23.2" "    -8.6" "     7.4" " NA"
"1983" "   -24.0" "   -21.8" "   -14.7" "    -5.0" "    -0.5" "     7.5" "     9.3" "     9.2" "     5.7" "    -0.5" "    -7.3" "   -23.1" "    -5.4" "   -21.0" "    -6.7" "     8.7" "    -0.7"
"1984" "   -31.5" "   -16.2" "   -19.1" "    -3.6" "     0.5" "     7.3" "    10.6" "    10.2" "     3.4" "    -0.5" "    -7.6" "   -20.4" "    -5.6" "   -23.6" "    -7.4" "     9.4" "    -1.6"
"1985" "   -27.0" "   -21.6" "   -17.6" "    -9.6" "    -0.9" "     6.1" "     9.3" "     8.1" "     4.9" "    -0.8" "   -11.4" "   -25.9" "    -7.2" "   -23.0" "    -9.4" "     7.8" "    -2.4"
"1986" "   -25.9" "   -25.3" "   -18.6" "    -3.3" "     2.5" "     2.3" "     9.0" "     7.9" "     3.0" "    -2.7" "   -15.0" "   -18.9" "    -7.1" "   -25.7" "    -6.5" "     6.4" "    -4.9"
"1987" "   -22.3" "   -25.3" "   -13.9" "    -3.5" "     0.3" "     7.2" "    10.7" "     7.3" "     5.7" "    -2.0" "   -10.5" "   -16.4" "    -5.2" "   -22.2" "    -5.7" "     8.4" "    -2.3"
"1988" "   -23.4" "   -27.7" "   -18.8" "    -3.4" "     1.4" "     5.3" "    10.6" "     9.3" "     4.6" "    -2.9" "    -6.4" "   -23.8" "    -6.3" "   -22.5" "    -6.9" "     8.4" "    -1.6"
"1989" "   -25.4" "   -28.2" "   -22.8" "    -7.1" "     3.4" "     7.7" "     8.8" "     8.3" "     5.0" "    -0.6" "   -12.9" "   -27.8" "    -7.6" "   -25.8" "    -8.8" "     8.3" "    -2.8"
"1990" "   -23.4" "   -28.2" "   -18.5" "    -6.2" "    -0.9" "     7.0" "     9.8" "     8.6" "     2.8" "    -2.0" "    -8.4" "   -19.9" "    -6.6" "   -26.5" "    -8.5" "     8.5" "    -2.5"
"1991" "   -30.2" "   -22.1" "   -16.7" "    -4.9" "     0.6" "     6.3" "    10.0" "     9.8" "     2.8" "    -0.9" "    -8.4" "   -23.5" "    -6.4" "   -24.1" "    -7.0" "     8.7" "    -2.2"
"1992" "   -25.9" "   -28.5" "   -22.2" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" "   -18.8" " NA" "   -26.0" " NA" " NA" " NA"
"1993" "   -26.8" "   -29.9" "   -17.6" "    -5.6" "     0.5" " NA" "    10.6" "    10.1" " NA" "    -3.7" "   -12.3" "   -20.1" " NA" "   -25.2" "    -7.6" " NA" " NA"
"1994" "   -34.0" "   -27.4" "   -14.9" "   -11.4" " NA" " NA" " NA" "     5.2" "     4.6" "     1.0" "    -5.3" "   -13.4" " NA" "   -27.2" " NA" " NA" "     0.1"
"1995" "   -20.7" "   -26.2" "   -14.0" "   -10.2" "    -0.3" "     6.2" "     9.5" "     9.3" "     2.2" "     2.4" "   -12.9" "   -21.1" "    -6.3" "   -20.1" "    -8.2" "     8.3" "    -2.8"
"1996" "   -29.5" "   -25.2" "   -17.7" "    -7.1" "    -1.4" "     7.6" "     9.7" "     8.5" "     5.5" "    -1.9" "    -9.7" "   -14.8" "    -6.3" "   -25.3" "    -8.7" "     8.6" "    -2.0"
"1997" "   -24.6" "   -28.0" "   -22.3" "    -8.0" "    -1.3" "     6.3" "    10.5" "     8.0" "     5.3" "    -1.3" "   -11.7" "   -19.3" "    -7.2" "   -22.5" "   -10.5" "     8.3" "    -2.6"
"1998" "   -21.9" "   -16.2" "   -14.5" "    -4.7" "     3.7" "     9.9" "     9.7" "     8.5" "     4.6" "     0.0" "    -7.1" "   -18.7" "    -3.9" "   -19.1" "    -5.2" "     9.4" "    -0.8"
"1999" "   -27.5" "   -21.2" "   -16.7" "    -6.4" "     3.3" "     8.8" "    10.6" "     8.2" "     7.5" "    -2.7" "    -7.6" "   -15.1" "    -4.9" "   -22.5" "    -6.6" "     9.2" "    -0.9"
"2000" "   -27.0" "   -23.2" "   -11.3" "    -9.1" "     2.0" "     3.6" "     9.5" "     8.8" "     3.5" "    -1.7" "    -5.5" "   -20.9" "    -5.9" "   -21.8" "    -6.1" "     7.3" "    -1.2"
"2001" "   -24.7" "   -24.1" "   -16.9" "    -7.9" "     3.6" "     8.2" "     9.7" "    10.1" "     5.4" "     0.7" "    -5.9" "   -10.9" "    -4.4" "   -23.2" "    -7.1" "     9.3" "     0.1"
"2002" "   -23.6" "   -23.5" "   -21.0" "    -8.0" "    -0.8" "     4.9" "    10.2" "     9.8" "     5.9" "    -3.0" "   -12.8" "   -17.0" "    -6.6" "   -19.3" "    -9.9" "     8.3" "    -3.3"
"2003" "   -26.5" "   -27.8" "   -21.5" "   -10.9" "     0.7" "     5.9" "     9.1" "    10.4" "     6.8" "    -0.9" "    -7.0" "   -17.0" "    -6.6" "   -23.8" "   -10.6" "     8.5" "    -0.4"
"2004" "   -28.5" "   -22.2" "   -16.8" "    -9.0" "    -2.1" "     5.0" "    10.0" "     8.8" "     5.0" "    -0.4" "    -7.5" "   -25.1" "    -6.9" "   -22.6" "    -9.3" "     7.9" "    -1.0"
"2005" "   -29.9" "   -22.5" "   -15.6" "    -5.1" " NA" "     9.0" "     9.4" "     8.6" "     5.6" "     2.1" "    -7.9" "   -19.8" " NA" "   -25.8" " NA" "     9.0" "    -0.1"
"2006" "   -19.5" "   -23.8" "   -11.3" "    -4.2" "     4.3" "     7.7" "    10.7" "     7.4" "     3.6" "    -0.2" "    -5.7" "   -13.6" "    -3.7" "   -21.0" "    -3.7" "     8.6" "    -0.8"
"2007" "   -22.0" "   -27.2" "   -20.3" "    -4.8" "     0.5" "     7.1" "     8.8" "     7.5" "     3.8" "     1.6" "    -8.9" "   -20.6" "    -6.2" "   -20.9" "    -8.2" "     7.8" "    -1.2"
"2008" "   -20.8" "   -24.6" "   -21.5" "    -4.6" "     0.0" "     8.8" "    11.2" "    10.1" "     4.2" "    -0.3" "    -6.0" "   -22.3" "    -5.5" "   -22.0" "    -8.7" "    10.0" "    -0.7"
"2009" "   -29.0" "   -21.4" "   -18.9" "    -6.3" "    -2.3" "     8.5" "    10.7" "     9.4" "     5.0" "    -1.7" "    -3.3" "   -17.4" "    -5.6" "   -24.2" "    -9.2" "     9.5" "     0.0"
"2010" "   -18.3" "   -12.6" "   -14.6" "    -2.9" "     2.3" "     5.5" "    11.2" "    10.3" "     5.5" "    -1.0" "    -7.0" "   -14.5" "    -3.0" "   -16.1" "    -5.1" "     9.0" "    -0.8"
"2011" "   -23.5" "   -24.3" "   -17.6" "    -8.0" "     1.6" "     7.4" "    10.4" "     9.6" "     6.0" "     0.1" "    -4.3" "   -18.8" "    -5.1" "   -20.8" "    -8.0" "     9.1" "     0.6"
"2012" "   -22.1" "   -20.3" "   -11.3" "    -6.0" "     2.6" "     9.6" "    11.4" "    11.7" "     6.5" "     2.2" "    -6.4" "   -15.0" "    -3.1" "   -20.4" "    -4.9" "    10.9" "     0.8"
"2013" "   -23.0" "   -19.3" "    -8.5" "    -7.0" "     3.5" "     6.5" "    11.2" "    10.7" "     5.9" "     1.8" "    -7.4" "   -23.6" "    -4.1" "   -19.1" "    -4.0" "     9.5" "     0.1"
"2014" "   -26.1" "   -23.4" "   -24.1" "    -6.9" "     1.8" "     9.8" "    11.0" "    11.5" "     4.9" "     2.1" "   -11.1" "   -17.5" "    -5.7" "   -24.4" "    -9.7" "    10.8" "    -1.4"
"2015" "   -28.7" "   -32.5" "   -20.7" "    -7.8" "     2.3" "     7.3" "    11.6" "    12.9" "     8.4" "    -0.9" "    -3.9" "    -8.5" "    -5.0" "   -26.2" "    -8.7" "    10.6" "     1.2"
"2016" "   -19.4" "   -22.8" "   -17.5" "   -11.5" "     1.9" "     7.1" "    11.4" "    11.3" "     8.1" "     1.2" " NA" " NA" " NA" "   -16.9" "    -9.0" "     9.9" " NA"
